weeks,iqscore,proficiency,money,points,irr,friends,early,credit,sex,age,salary,budget,continent
2.0,0.267755066,0.490019172,10,0.822979391,0.044369183,0.038917154,0.341805995,343.19,Female,28,6090,2029.797,Asia
13.0,0.489336375,0.135867193,21,0.455598414,0.131885901,0.038240779,0.663083255,305.9,Male,26,5507,1835.4831,Europe
15.0,0.329725674,0.494180024,78,0.957571805,0.186057433,0.047674682,0.414094359,348.51,Female,32,4122,1373.8626,Asia
14.0,0.314552297,0.538299263,66,1.005635262,0.162491366,0.043103263,0.476592064,337.98,Female,25,3991,1330.2003,Asia
17.0,0.390712649,0.407319248,75,0.986824095,0.105923451,0.046348341,0.367998689,355.34,Female,24,5027,1675.4991,Asia
3.0,0.262239998,0.431563824,14,1.418549418,0.01,0.047155928,0.329731643,343.19,Female,28,5497,1832.1501,Africa
29.0,0.369926082,0.409934282,62,0.930159509,0.195780262,0.064464271,0.315522432,348.51,Female,32,4148,1382.5284,Europe
14.0,0.510498993,0.221231237,49,1.0,0.064769268,0.037753459,0.531111896,330.34,Female,25,5507,1835.4831,Africa
13.0,0.436047687,0.261939466,22,0.546938777,0.251502395,0.042214893,0.330985397,245.56,Male,23,5507,1835.4831,Europe
4.0,0.263241344,0.356660962,16,1.090388775,0.01,0.048128072,0.398362726,248.32,Male,22,4542,1513.8486,Africa
12.0,0.400271021,0.400718182,17,0.527264535,0.185118601,0.040949576,0.305708736,289.58,Male,23,5507,1835.4831,Asia
,0.455276921,0.212482452,20,0.478532344,0.14524129,0.042195298,0.384566039,274.31,Male,24,5507,1835.4831,Asia
2.0,0.280711034,0.467201918,9,0.799745023,0.030273879,0.047806662,0.187602907,245.56,Female,23,6235,2078.1255,Africa
11.0,0.295883804,0.647812665,182,1.0,0.10431274,0.046433207,0.460520148,330.34,Male,25,5021,1673.4993,Asia
19.0,0.429025386,0.234646767,28,1.013528228,0.066686742,0.036326215,0.475820214,380.12,Female,34,4322,1440.5226,Africa
2.0,0.310855342,0.468051374,15,1.10516572,0.050481427,0.041554444,0.355462611,333.18,Female,31,6611,2203.4463,Asia
8.0,0.435933367,0.177167669,13,0.886592209,0.021519661,0.035220034,0.333468378,300.83,Female,25,6062,2020.4646,Asia
40.0,0.208845493,0.520809889,219,0.983591437,0.095036387,0.062773094,0.705532968,348.51,Female,32,6789,2262.7737,Asia
11.0,0.305081102,0.650450647,197,1.004015207,0.109715156,0.045046426,0.447966158,370.7,Female,29,5021,1673.4993,Africa
11.0,0.421675373,0.186635345,15,0.831929028,0.033590578,0.024867065,0.221724018,289.58,Male,23,6152,2050.4616,Africa
2.0,0.264773551,0.474568725,10,0.819737315,0.031515524,0.042475268,0.330598563,355.34,Female,24,6394,2131.1202,Europe
,0.378921349,0.262205064,7,0.815885961,0.114364885,0.030163109,0.532430649,348.51,Female,32,1643,547.6119,Africa
3.0,0.299550802,0.712888241,48,0.974919975,0.178161159,0.053508524,0.494368702,417.58,Male,33,5137,1712.1621,Africa
7.0,0.441150526,0.189922124,18,1.034752488,0.01,0.030326987,0.468441516,370.7,Female,29,8062,2687.0646,Africa
6.0,0.331523555,0.37445578,16,0.909558058,0.169628009,0.049629796,0.362877786,248.32,Female,22,5309,1769.4897,Asia
2.0,0.27726029,0.509207964,10,0.844275117,0.061603285,0.035938475,0.352934301,325.7,Female,27,5607,1868.8131,Asia
4.0,0.386028899,0.451269716,7,0.928099096,0.226731434,0.031542022,0.417835444,325.7,Female,27,1643,547.6119,Asia
14.0,0.41401703,0.186672211,18,0.902606905,0.027473634,0.027345326,0.347724974,343.19,Female,28,6614,2204.4462,Asia
12.0,0.400271021,0.400718182,17,0.527264535,0.185118601,0.040949576,0.305708736,289.58,Male,23,5507,1835.4831,Asia
2.0,0.312536517,0.461974502,15,1.118243814,0.044659629,0.041173372,0.38159588,417.58,Male,33,6611,2203.4463,Africa
13.0,0.485216423,0.134332076,17,0.382910192,0.305473924,0.039510578,0.816337764,325.7,Male,27,5507,1835.4831,Europe
6.0,0.452030336,0.195831075,14,0.857151985,0.01,0.028297856,0.387497813,305.9,Female,26,8062,2687.0646,Asia
1.0,0.429382821,0.749710798,37,1.010116816,0.158981085,0.044356331,0.624166548,370.7,Female,29,4261,1420.1913,Africa
1.0,0.242240679,0.396474183,15,0.749877393,0.071708485,0.081409879,0.566569626,325.7,Male,27,2754,917.9082,Europe
8.0,0.434247982,0.16357258,12,0.910816312,0.01,0.034926224,0.29159835,325.7,Female,27,6189,2062.7937,Africa
13.0,0.308186576,0.549412608,63,1.02582252,0.175326467,0.040737074,0.464774728,322.87,Female,25,3993,1330.8669,Asia
13.0,0.436047687,0.261939466,22,0.546938777,0.251502395,0.042214893,0.330985397,245.56,Male,23,5507,1835.4831,Europe
2.0,0.271135258,0.71595341,22,0.872517467,0.152898028,0.056070324,0.52875936,343.19,Female,28,5782,1927.1406,Africa
3.0,0.262239998,0.431563824,14,1.418549418,0.01,0.047155928,0.329731643,343.19,Female,28,5497,1832.1501,Africa
36.0,0.379451133,0.353618622,150,0.902496576,0.117575973,0.04035319,0.290937006,343.19,Female,28,5715,1904.8095,Asia
55.0,0.308942032,0.56621331,250,0.972138047,0.100601725,0.052002136,0.539571881,380.12,Female,34,5523,1840.8159,Europe
,0.232123527,0.408209831,13,0.672531962,0.043147109,0.092831276,0.393732458,273.4,Female,23,3298,1099.2234,Europe
2.0,0.312536517,0.461974502,15,1.118243814,0.044659629,0.041173372,0.38159588,417.58,Male,33,6611,2203.4463,
2.0,0.25216058,0.440954179,22,1.036938906,0.160062194,0.077074923,0.681121171,337.98,Female,25,2754,917.9082,Africa
29.0,0.200893859,0.737668157,114,0.914842784,0.151883513,0.066545554,0.284203708,274.31,Female,24,7646,2548.4118,Europe
7.0,0.317679104,0.400169581,24,1.020038128,0.157277927,0.076695889,0.497339129,370.7,Female,29,5315,1771.4895,Europe
8.0,0.434247982,0.16357258,12,0.910816312,0.01,0.034926224,0.29159835,325.7,Female,27,6189,2062.7937,Africa
9.0,0.492563412,0.243912309,19,0.830575168,0.08644636,0.048741605,0.3022497,343.19,Female,28,7410,2469.753,Africa
3.0,0.26225645,0.446139127,13,1.399823785,0.018159721,0.041774653,0.315812469,355.34,Female,24,5636,1878.4788,Africa
14.0,0.317721447,0.538134754,68,1.00747931,0.170723811,0.044358943,0.498905659,370.7,Female,29,4023,1340.8659,Asia
13.0,0.436047687,0.261939466,22,0.546938777,0.251502395,0.042214893,0.330985397,245.56,Male,23,5507,1835.4831,Europe
50.0,0.298519571,0.727208495,250,1.030837536,0.128561065,0.047910057,0.504172504,305.9,Female,26,5128,1709.1624,Europe
18.0,0.426999663,0.235534206,26,1.000581384,0.070192635,0.036320593,0.47027427,370.7,Female,29,4163,1387.5279,Asia
,0.232123527,0.408209831,13,0.672531962,0.043147109,0.092831276,0.393732458,273.4,Female,23,3298,1099.2234,Europe
4.0,0.262646803,0.359862477,19,1.164649963,0.01,0.055827945,0.385772198,337.98,Female,25,4542,1513.8486,Africa
,0.436327782,0.183505118,13,0.898079753,0.027608842,0.035088267,0.346416712,248.32,Female,22,6062,2020.4646,Asia
33.0,0.199735539,0.629243195,165,0.924574256,0.074244648,0.073943354,0.547706902,300.83,Female,25,6789,2262.7737,Africa
21.0,0.387783776,0.593457222,32,0.926805437,0.345000029,0.043668073,0.359203041,343.19,Female,28,4148,1382.5284,Europe
6.0,0.335259606,0.359651536,14,0.867727757,0.177420348,0.047380958,0.401450932,300.83,Female,25,5270,1756.491,Asia
4.0,0.26691354,0.310202688,21,1.030731082,0.01,0.061091945,0.361875117,348.51,Female,32,4542,1513.8486,Europe
38.0,0.205054006,0.521017075,205,0.969644904,0.06745059,0.066368572,0.65617156,380.12,Female,34,6789,2262.7737,
23.0,0.404009851,0.384964228,123,1.050318956,0.136602923,0.051712196,0.424333453,348.51,Female,32,5027,1675.4991,Europe
4.0,0.385466318,0.412611455,8,0.975925803,0.232922867,0.031459838,0.527554214,300.83,Female,25,1643,547.6119,Africa
2.0,0.310079735,0.802190363,36,1.04248035,0.176217511,0.056421954,0.617302597,337.98,Female,25,5438,1812.4854,Asia
,0.262297049,0.444716722,11,1.338360786,0.044196609,0.03557948,0.257754475,273.4,Female,23,6052,2017.1316,Asia
,0.493234166,0.263279974,22,0.904471934,0.097061589,0.048647005,0.309688836,325.7,Female,27,7410,2469.753,Asia
13.0,0.308186576,0.549412608,63,1.02582252,0.175326467,0.040737074,0.464774728,322.87,Female,25,3993,1330.8669,Asia
46.0,0.435934255,0.334687114,147,1.0,0.158742428,0.045703493,0.362580776,330.34,Female,25,4503,1500.8499,Asia
16.0,0.547318901,0.236595899,60,1.002600312,0.128330156,0.034051206,0.640176177,348.51,Female,32,5507,1835.4831,Europe
41.0,0.374433448,0.36956954,192,0.986942053,0.127549276,0.048544176,0.387117416,322.87,Female,25,6141,2046.7953,Europe
10.0,0.292796265,0.693216562,139,0.971073508,0.116678745,0.049013074,0.383507758,343.19,Female,28,4954,1651.1682,Europe
2.0,0.296405256,0.818974078,51,1.100140691,0.171984687,0.054236382,0.425918013,348.51,Female,32,5137,1712.1621,Asia
2.0,0.33285189,0.419263989,9,0.757536948,0.010809303,0.052876431,0.231249198,289.58,Female,23,6681,2226.7773,Africa
5.0,0.344412285,0.254198343,7,0.529110193,0.094959587,0.04030719,0.225591674,289.58,Female,23,5352,1783.8216,Africa
8.0,0.436327782,0.183505118,13,0.898079753,0.027608842,0.035088267,0.346416712,248.32,Female,22,6062,2020.4646,Asia
,0.297649382,0.552651167,45,1.042227864,0.15745081,0.039561555,0.271089584,245.56,Female,23,3592,1197.2136,Asia
2.0,0.4011855,0.600495398,39,0.910729587,0.2310718,0.057413489,0.624319196,380.12,Female,34,2780,926.574,Africa
,0.397462855,0.387292624,80,0.956405461,0.106765561,0.04724722,0.393284857,325.7,Female,27,5027,1675.4991,Asia
4.0,0.385658815,0.437004894,7,0.957170665,0.222019911,0.031554636,0.456947476,305.9,Female,26,1643,547.6119,Africa
19.0,0.437534305,0.152953535,93,0.684177518,0.01,0.063844748,0.526506722,355.34,Female,24,2758,919.2414,Europe
1.0,0.403787352,0.78227824,27,0.980725527,0.171624601,0.044140607,0.433813453,355.34,Female,24,4546,1515.1818,Africa
32.0,0.321545551,0.615682125,250,1.031594276,0.11357072,0.048714563,0.541417658,300.83,Female,25,4734,1577.8422,Europe
2.0,0.313694449,0.660518229,22,0.865838766,0.260348618,0.063818045,0.419899076,325.7,Female,27,2780,926.574,Africa
4.0,0.26691354,0.310202688,21,1.030731082,0.01,0.061091945,0.361875117,348.51,Female,32,4542,1513.8486,Europe
36.0,0.201934767,0.514498055,196,0.961921811,0.037817843,0.071287051,0.547411919,337.98,Female,25,6789,2262.7737,Africa
13.0,0.367666983,0.407130748,30,0.994575202,0.103139639,0.045702506,0.313761264,343.19,Female,28,6333,2110.7889,Europe
11.0,0.299551639,0.651069522,204,1.011585355,0.11629153,0.044251248,0.450846791,380.12,Female,34,5021,1673.4993,Europe
52.0,0.286153228,0.605737805,250,1.003199816,0.112277038,0.04966208,0.622188509,322.87,Female,25,5283,1760.8239,Africa
23.0,0.402865602,0.384944707,119,1.050285459,0.130555078,0.051575158,0.420014083,333.18,Female,31,5027,1675.4991,Europe
2.0,0.302255165,0.63509208,18,0.919385314,0.259270966,0.066808723,0.272917628,245.56,Female,23,2780,926.574,Africa
10.0,0.429054217,0.243424058,17,1.133558035,0.074411832,0.037872255,0.379319549,370.7,Female,29,6062,2020.4646,Asia
2.0,0.322223964,0.661948979,20,0.852126896,0.271386951,0.065718472,0.435144246,343.19,Female,28,2780,926.574,Europe
4.0,0.262798862,0.315626115,17,1.0,0.011389808,0.052022215,0.386854291,330.34,Female,25,4542,1513.8486,Africa
16.0,0.346697778,0.368285626,36,0.995750904,0.107757136,0.048110541,0.422322541,322.87,Female,25,5696,1898.4768,Asia
30.0,0.373123001,0.359174311,64,0.824281216,0.182468891,0.063289382,0.333916992,417.58,Female,33,4148,1382.5284,Europe
16.0,0.332973768,0.491789371,83,0.96328038,0.18948327,0.048841439,0.430530638,417.58,Female,33,4122,1373.8626,Asia
46.0,0.38452373,0.367123395,241,1.012718439,0.116923295,0.052770078,0.476172537,380.12,Female,34,6384,2127.7872,Europe
10.0,0.297919202,0.703701437,146,0.981906533,0.120139971,0.048203927,0.394559473,325.7,Female,27,4885,1628.1705,Europe
7.0,0.314867784,0.313086808,21,0.81834656,0.136535808,0.078367651,0.560929716,380.12,Female,34,5450,1816.485,Africa
48.0,0.283909601,0.695026994,250,0.933573723,0.124309279,0.044201128,0.368807584,274.31,Female,24,5271,1756.8243,Europe
2.0,0.302255165,0.63509208,18,0.919385314,0.259270966,0.066808723,0.272917628,245.56,Female,23,2780,926.574,Africa
4.0,0.262798862,0.315626115,17,1.0,0.011389808,0.052022215,0.386854291,330.34,Female,25,4542,1513.8486,Africa
8.0,0.395526483,0.327341348,26,0.952266037,0.065611579,0.042441726,0.353542089,325.7,Female,27,6172,2057.1276,Europe
2.0,0.310855342,0.468051374,15,1.10516572,0.050481427,0.041554444,0.355462611,333.18,Female,31,6611,2203.4463,Asia
26.0,0.372837217,0.516010642,54,1.147787571,0.25789696,0.057016052,0.554468572,370.7,Female,29,4148,1382.5284,Asia
16.0,0.4384057,0.107789844,64,0.406238943,0.054977842,0.06750378,0.495396286,289.58,Female,23,2849,949.5717,Asia
21.0,0.398021485,0.375574738,101,1.005816221,0.116446003,0.051630743,0.452520847,337.98,Female,25,5027,1675.4991,Europe
14.0,0.314552297,0.538299263,66,1.005635262,0.162491366,0.043103263,0.476592064,337.98,Female,25,3991,1330.2003,Asia
1.0,0.413175295,0.793728352,33,1.002314329,0.155504897,0.04404144,0.526508987,248.32,Female,22,4266,1421.8578,Africa
7.0,0.440412263,0.178185269,17,0.962514818,0.01,0.029646527,0.441682488,337.98,Female,25,8062,2687.0646,Asia
3.0,0.299550802,0.712888241,48,0.974919975,0.178161159,0.053508524,0.494368702,417.58,Male,33,5137,1712.1621,Africa
32.0,0.3537419,0.582184196,250,1.010161996,0.108153045,0.049920857,0.504401565,248.32,Female,22,4988,1662.5004,Europe
10.0,0.389036641,0.310140371,32,0.98981595,0.075751029,0.042520355,0.464704603,337.98,Female,25,6172,2057.1276,Africa
33.0,0.378169644,0.35267815,136,0.876593709,0.109653085,0.039324254,0.227438539,245.56,Female,23,5924,1974.4692,Asia
,0.491107673,0.266810507,26,0.980229557,0.079359211,0.050723869,0.401657403,248.32,Female,22,7410,2469.753,Asia
34.0,0.198212003,0.625672519,190,1.026508331,0.077012576,0.07559374,0.481143594,248.32,Female,22,6789,2262.7737,Europe
2.0,0.275829316,0.898125887,29,1.071827173,0.187765718,0.056525756,0.507218003,300.83,Female,25,5161,1720.1613,Africa
,0.41221087,0.742001414,24,0.902267575,0.158823028,0.044330604,0.315070421,245.56,Female,23,4665,1554.8445,Africa
,0.378553262,0.373042434,135,0.924892366,0.113210455,0.039080672,0.224655136,273.4,Female,23,5907,1968.8031,Europe
13.0,0.418577664,0.199707478,18,0.919867098,0.043569181,0.026021319,0.292473018,274.31,Female,24,6164,2054.4612,Asia
7.0,0.427146804,0.14183481,10,0.9955917,0.01,0.031180197,0.154627383,274.31,Male,24,8225,2741.3925,Asia
52.0,0.286153228,0.605737805,250,1.003199816,0.112277038,0.04966208,0.622188509,322.87,Female,25,5283,1760.8239,Africa
40.0,0.208845493,0.520809889,219,0.983591437,0.095036387,0.062773094,0.705532968,348.51,Female,32,6789,2262.7737,Asia
14.0,0.510498993,0.221231237,49,1.0,0.064769268,0.037753459,0.531111896,330.34,Female,25,5507,1835.4831,Africa
17.0,0.386710081,0.412981302,73,0.988099039,0.098466441,0.045873702,0.327473432,274.31,Female,24,5027,1675.4991,Europe
5.0,0.451645134,0.216607571,13,0.960529745,0.01,0.030088386,0.291952193,274.31,Female,24,8062,2687.0646,Africa
10.0,0.297649382,0.552651167,45,1.042227864,0.15745081,0.039561555,0.271089584,245.56,Female,23,3592,1197.2136,Asia
4.0,0.262798862,0.315626115,17,1.0,0.011389808,0.052022215,0.386854291,330.34,Female,25,4542,1513.8486,Africa
8.0,0.394838508,0.32472989,24,0.958388448,0.063939661,0.043666542,0.330905199,355.34,Female,24,6172,2057.1276,Africa
16.0,0.340925612,0.367095262,38,1.0,0.113893405,0.049840588,0.468344867,330.34,Female,25,5468,1822.4844,Asia
,0.367056584,0.426103562,60,0.966743588,0.192278147,0.065138161,0.419988483,333.18,Female,31,4148,1382.5284,Europe
41.0,0.211175585,0.521110952,226,0.99254179,0.103760853,0.060537409,0.909009874,417.58,Female,33,6789,2262.7737,Europe
,0.413301564,0.186023012,19,0.892231762,0.024496466,0.028265679,0.358879834,325.7,Female,27,6680,2226.444,Europe
4.0,0.386028899,0.451269716,7,0.928099096,0.226731434,0.031542022,0.417835444,325.7,Female,27,1643,547.6119,Asia
15.0,0.327634739,0.505028129,74,0.977784157,0.173787311,0.046366252,0.412542224,333.18,Female,31,4144,1381.1952,Africa
12.0,0.303782902,0.61370796,60,1.138567567,0.167942077,0.039145611,0.527980447,300.83,Female,25,3850,1283.205,Europe
9.0,0.433681279,0.20850721,14,1.0,0.047489651,0.036387302,0.371940434,330.34,Female,25,6062,2020.4646,Asia
11.0,0.394120889,0.27923885,37,0.916162014,0.061142642,0.045525245,0.412077039,348.51,Female,32,6172,2057.1276,Europe
56.0,0.453458369,0.248846501,201,0.87075752,0.097062491,0.042320963,0.405144542,417.58,Female,33,5827,1942.1391,Europe
12.0,0.403529582,0.373652637,23,0.830406487,0.089186676,0.046962325,0.203472942,289.58,Female,23,5999,1999.4667,Europe
4.0,0.382369916,0.32401365,8,1.02138865,0.184620485,0.03090463,0.51407814,337.98,Female,25,1643,547.6119,Asia
24.0,0.382696241,0.468372524,42,0.974077404,0.348025531,0.050827026,0.421331704,322.87,Female,25,4148,1382.5284,Europe
1.0,0.242240679,0.396474183,15,0.749877393,0.071708485,0.081409879,0.566569626,325.7,Male,27,2754,917.9082,Europe
6.0,0.348686439,0.314475179,12,0.794620514,0.153701276,0.045742102,0.325384319,343.19,Female,28,5304,1767.8232,Europe
5.0,0.344068273,0.352253765,12,0.806242228,0.120002054,0.043797173,0.27614522,274.31,Female,24,5321,1773.4893,Asia
20.0,0.44961479,0.156347066,99,0.704695642,0.028044624,0.061244458,0.594303429,343.19,Female,28,2314,771.2562,
2.0,0.309949535,0.670498192,19,0.881627798,0.255486518,0.067907453,0.461263269,355.34,Female,24,2780,926.574,Asia
7.0,0.441975018,0.19273302,19,1.047158599,0.01,0.03126651,0.46364826,380.12,Female,34,8062,2687.0646,Europe
10.0,0.426991335,0.232655793,17,1.096799374,0.08576227,0.0390229,0.416744322,333.18,Male,31,6062,2020.4646,Europe
,0.308596984,0.439972728,9,0.77217412,0.020342637,0.050288692,0.195236415,273.4,Female,23,6516,2171.7828,Asia
13.0,0.308186576,0.549412608,63,1.02582252,0.175326467,0.040737074,0.464774728,322.87,Female,25,3993,1330.8669,Asia
2.0,0.274049651,0.824103057,26,0.979655564,0.201882258,0.0563812,0.541584313,305.9,Female,26,5190,1729.827,Asia
36.0,0.398942183,0.338933706,87,0.894357741,0.209444836,0.043601006,0.325339943,274.31,Female,24,4690,1563.177,Europe
46.0,0.297929335,0.657542825,250,0.86594218,0.108611055,0.042740334,0.32361728,289.58,Female,23,5611,1870.1463,Africa
11.0,0.299551639,0.651069522,204,1.011585355,0.11629153,0.044251248,0.450846791,380.12,Female,34,5021,1673.4993,Europe
,0.489821709,0.269361913,30,1.0,0.079142869,0.048238788,0.393260539,330.34,Female,25,7410,2469.753,Asia
,0.473829156,0.198329777,113,0.795337617,0.05280168,0.055738654,0.791004658,305.9,Female,26,2428,809.2524,Europe
5.0,0.37746638,0.251989871,7,0.781665206,0.109776013,0.030102398,0.521252394,333.18,Female,31,1643,547.6119,Africa
6.0,0.416829028,0.158064291,9,1.021861315,0.01,0.031005615,0.194282874,289.58,Male,23,8004,2667.7332,Asia
10.0,0.491956828,0.260146528,23,0.935554564,0.085763104,0.050452337,0.413469732,300.83,Female,25,7410,2469.753,Asia
19.0,0.429025386,0.234646767,28,1.013528228,0.066686742,0.036326215,0.475820214,380.12,Female,34,4322,1440.5226,Africa
8.0,0.435287914,0.160491809,12,0.851706564,0.01,0.035236694,0.294996709,305.9,Female,26,6149,2049.4617,Asia
1.0,0.23823398,0.348722756,14,0.659805059,0.045944497,0.08836513,0.55855,355.34,Female,24,3183,1060.8939,
16.0,0.540687431,0.252971888,65,1.10472095,0.126396477,0.034892626,0.622926831,333.18,Female,31,5507,1835.4831,Asia
3.0,0.243655619,0.482186824,11,1.447287679,0.052578077,0.034271322,0.259696811,289.58,Male,23,6052,2017.1316,Africa
2.0,0.331535668,0.710676014,31,1.038286924,0.201099247,0.061293107,0.569540203,322.87,Female,25,2780,926.574,Asia
42.0,0.373139759,0.381152779,203,1.0,0.128798753,0.049871173,0.378695816,330.34,Female,25,6136,2045.1288,Europe
8.0,0.44370683,0.193458602,21,1.091176629,0.01,0.033794146,0.39418444,348.51,Female,32,8062,2687.0646,Asia
15.0,0.351893696,0.392338932,35,1.00140655,0.104709379,0.046847321,0.430441231,248.32,Female,22,5741,1913.4753,Europe
32.0,0.321545551,0.615682125,250,1.031594276,0.11357072,0.048714563,0.541417658,300.83,Female,25,4734,1577.8422,Europe
35.0,0.359471335,0.513268948,250,0.995911241,0.102558352,0.051977266,0.406724244,333.18,Female,31,5004,1667.8332,Europe
50.0,0.304262458,0.696534455,250,1.021052241,0.113500267,0.049025081,0.471149236,300.83,Female,25,5155,1718.1615,Asia
35.0,0.396527541,0.324969828,81,0.866808176,0.220687151,0.04423672,0.322860628,245.56,Female,23,4793,1597.5069,Europe
,0.50690126,0.261187315,43,1.082796693,0.076152615,0.044147778,0.346807212,348.51,Female,32,7410,2469.753,Asia
4.0,0.263546664,0.367785603,20,1.197120905,0.01,0.059575062,0.400986493,370.7,Female,29,4542,1513.8486,Asia
,0.317721447,0.538134754,68,1.00747931,0.170723811,0.044358943,0.498905659,370.7,Female,29,4023,1340.8659,Asia
7.0,0.441150526,0.189922124,18,1.034752488,0.01,0.030326987,0.468441516,370.7,Female,29,8062,2687.0646,Africa
4.0,0.26263714,0.357743084,18,1.129530072,0.01,0.049050748,0.369580597,322.87,Female,25,4542,1513.8486,Africa
20.0,0.385951806,0.606392145,28,0.92357403,0.318493038,0.041494332,0.307068944,274.31,Female,24,4148,1382.5284,Europe
13.0,0.489336375,0.135867193,21,0.455598414,0.131885901,0.038240779,0.663083255,305.9,Male,26,5507,1835.4831,Europe
9.0,0.493234166,0.263279974,22,0.904471934,0.097061589,0.048647005,0.309688836,325.7,Female,27,7410,2469.753,Asia
8.0,0.394838508,0.32472989,24,0.958388448,0.063939661,0.043666542,0.330905199,355.34,Female,24,6172,2057.1276,
,0.29369263,0.719646275,120,0.945516765,0.106482767,0.051414497,0.28858766,245.56,Female,23,5051,1683.4983,Asia
6.0,0.335259606,0.359651536,14,0.867727757,0.177420348,0.047380958,0.401450932,300.83,Female,25,5270,1756.491,Asia
2.0,0.264773551,0.474568725,10,0.819737315,0.031515524,0.042475268,0.330598563,355.34,Female,24,6394,2131.1202,Europe
33.0,0.199735539,0.629243195,165,0.924574256,0.074244648,0.073943354,0.547706902,300.83,Female,25,6789,2262.7737,Africa
23.0,0.386143095,0.554324389,38,0.997037709,0.412133873,0.047713261,0.476335734,300.83,Female,25,4148,1382.5284,Europe
55.0,0.308942032,0.56621331,250,0.972138047,0.100601725,0.052002136,0.539571881,380.12,Female,34,5523,1840.8159,Europe
13.0,0.373643342,0.416466504,28,0.960514605,0.115533002,0.045292325,0.301412404,355.34,Female,24,5912,1970.4696,Europe
23.0,0.386143095,0.554324389,38,0.997037709,0.412133873,0.047713261,0.476335734,300.83,Female,25,4148,1382.5284,Europe
4.0,0.387484807,0.417187244,7,0.921328485,0.207176194,0.035732269,0.260315269,289.58,Male,23,2319,772.9227,Africa
10.0,0.28430599,0.720986784,110,0.939074218,0.106085636,0.051684685,0.258242875,289.58,Female,23,5135,1711.4955,Europe
4.0,0.386722736,0.419289291,7,0.913670361,0.208044305,0.035194799,0.264485627,273.4,Female,23,2319,772.9227,Asia
50.0,0.400329554,0.352606684,250,1.014451504,0.119330473,0.053225122,0.493622154,417.58,Female,33,6605,2201.4465,Europe
11.0,0.308287757,0.69790411,168,1.00951767,0.116409153,0.04711372,0.441916883,248.32,Female,22,4866,1621.8378,Asia
20.0,0.398142755,0.375928104,94,0.985872567,0.101984538,0.051341727,0.450773299,322.87,Female,25,5027,1675.4991,Asia
10.0,0.429054217,0.243424058,17,1.133558035,0.074411832,0.037872255,0.379319549,370.7,Female,29,6062,2020.4646,Asia
41.0,0.417385184,0.390100658,117,1.022717595,0.173267856,0.04401128,0.320565313,305.9,Female,26,4239,1412.8587,Asia
9.0,0.394646843,0.344539553,30,1.027125359,0.071973294,0.043403856,0.434933364,248.32,Female,22,6172,2057.1276,Asia
9.0,0.394814413,0.325230062,30,1.015453458,0.070484146,0.043296419,0.425594091,322.87,Female,25,6172,2057.1276,Asia
,0.498948146,0.220429942,128,0.832182407,0.01,0.053014074,0.828688025,248.32,Female,22,3604,1201.2132,Africa
8.0,0.482076119,0.234643295,14,0.73073113,0.080583602,0.048115551,0.292344689,289.58,Female,23,7410,2469.753,Africa
3.0,0.262239998,0.431563824,14,1.418549418,0.01,0.047155928,0.329731643,343.19,Female,28,5497,1832.1501,Africa
11.0,0.29515633,0.641506433,218,1.017247081,0.123253658,0.042697191,0.385309249,348.51,Female,32,5021,1673.4993,Africa
7.0,0.39269533,0.310793608,21,0.951604486,0.050551582,0.04363184,0.244971022,273.4,Female,23,6172,2057.1276,Asia
,0.282897611,0.712645948,250,0.968241751,0.134096354,0.044915877,0.46393013,355.34,Female,24,5241,1746.8253,Europe
,0.393720937,0.320630282,23,0.958912373,0.059866056,0.043603543,0.306420326,274.31,Female,24,6172,2057.1276,Europe
6.0,0.335259606,0.359651536,14,0.867727757,0.177420348,0.047380958,0.401450932,300.83,Female,25,5270,1756.491,Asia
,0.373139759,0.381152779,203,1.0,0.128798753,0.049871173,0.378695816,330.34,Female,25,6136,2045.1288,Europe
2.0,0.280711034,0.467201918,9,0.799745023,0.030273879,0.047806662,0.187602907,245.56,Female,23,6235,2078.1255,Africa
9.0,0.431343902,0.217263386,15,1.037491679,0.057630818,0.037310213,0.375142395,337.98,Female,25,6062,2020.4646,Africa
6.0,0.453788201,0.191650674,13,0.845927536,0.01,0.02973103,0.349361807,343.19,Female,28,8062,2687.0646,Africa
2.0,0.264773551,0.474568725,10,0.819737315,0.031515524,0.042475268,0.330598563,355.34,Female,24,6394,2131.1202,Europe
26.0,0.523032411,0.307517827,186,1.230211496,0.110674277,0.050453756,0.875256062,370.7,Female,29,2810,936.573,Europe
19.0,0.379733483,0.436368048,20,0.748411059,0.258168697,0.038726222,0.309059858,273.4,Female,23,5132,1710.4956,Asia
22.0,0.398137519,0.386386037,107,1.032138467,0.120856725,0.051436823,0.476240009,370.7,Female,29,5027,1675.4991,Europe
12.0,0.423385418,0.198084891,17,0.885806561,0.04866384,0.025128806,0.227380544,273.4,Female,23,5990,1996.467,Asia
8.0,0.44370683,0.193458602,21,1.091176629,0.01,0.033794146,0.39418444,348.51,Female,32,8062,2687.0646,Asia
7.0,0.420236723,0.149191573,9,0.985947609,0.01,0.030796064,0.181605458,273.4,Female,23,8078,2692.3974,Europe
11.0,0.421675373,0.186635345,15,0.831929028,0.033590578,0.024867065,0.221724018,289.58,Male,23,6152,2050.4616,Africa
14.0,0.413301564,0.186023012,19,0.892231762,0.024496466,0.028265679,0.358879834,325.7,Female,27,6680,2226.444,Europe
